id;asignatura;tipo;pregunta;opciones;respuesta_correcta;extra
I826;Ingles;test;Choose activity;walk the dog|walk the chair|walk the wall;walk the dog;
I827;Ingles;ordenar;Order the sentence;He|doesn´t|read|comics;He|doesn´t|read|comics;
I828;Ingles;ordenar;Order the sentence;She|plays|football;She|plays|football;
I829;Ingles;verdadero_falso;Football is a game;Verdadero|Falso;VERDADERO;
I830;Ingles;test;Does he play football?;Yes|No;Yes;
I831;Ingles;test;Does she go to the cinema?;Yes|No;No;
I833;Ingles;test;Sunday is;weekend|weekday|month;weekend;
I834;Ingles;test;Tuesday is;weekday|weekend|holiday;weekday;
I835;Ingles;verdadero_falso;Tuesday is weekend;Verdadero|Falso;FALSO;
I836;Ingles;test;Choose plural question;What are those?|What is that?|What are this?;What are those?;
I837;Ingles;test;Those ___ cats;are|is;are;
I838;Ingles;test;There ___ cats;are|is;are;
I839;Ingles;test;There ___ a cafe;is|are;is;
I840;Ingles;listening;cafe;cafe|cinema|forest;cafe;
I841;Ingles;guess;You drink coffee here;cafe|cinema|forest;cafe;
I842;Ingles;test;Choose place;restaurant|pencil|apple;restaurant;
I843;Ingles;pronunciar;restaurant;;restaurant;
I844;Ingles;pronunciar;cafe;;cafe;
I845;Ingles;hablar;Do you go to the pool?;;Do you go to the pool?;
I846;Ingles;hablar;Do you like football?;;Do you like football?;
I847;Ingles;escribir;Write the country;;UK;
I848;Ingles;escribir;Write the city;;London;
I849;Ingles;escribir;Write the street;;Green Street;
I850;Ingles;verdadero_falso;London is a city;Verdadero|Falso;VERDADERO;
I851;Ingles;test;Choose correct address;17 Green Street, London, UK|Green Street 17 UK|London 17 Street;17 Green Street, London, UK;
I852;Ingles;test;Choose sentence;He doesn´t play games|He don´t play games|He no play games;He doesn´t play games;
I853;Ingles;test;Choose sentence;She plays games|She play games|She playing games;She plays games;
I854;Ingles;verdadero_falso;Does goes with he/she;Verdadero|Falso;VERDADERO;
I855;Ingles;test;Does he read comics?;Yes|No;Yes;
I856;Ingles;test;Does she swim?;Yes|No;No;
I857;Ingles;ordenar;Order the sentence;She|doesn´t|like|games;She|doesn´t|like|games;
I858;Ingles;ordenar;Order the sentence;He|plays|games;He|plays|games;
I859;Ingles;test;Choose feeling;afraid|sad|happy;sad;
I860;Ingles;verdadero_falso;Sad is a feeling;Verdadero|Falso;VERDADERO;
I861;Ingles;test;What can you see in the countryside?;forest|cinema|cafe;forest;
I862;Ingles;test;Where do you drink coffee?;cafe|river|mountain;cafe;
I863;Ingles;cual_no_encaja;Which is NOT a place?;cinema|restaurant|pencil;pencil;
I864;Ingles;verdadero_falso;A sports centre is for sports;Verdadero|Falso;VERDADERO;
I865;Ingles;verdadero_falso;You swim in a river at the cinema;Verdadero|Falso;FALSO;
I866;Ingles;ordenar;Order the sentence;There|is|a|sports|centre;There|is|a|sports|centre;
I867;Ingles;ordenar;Order the sentence;There|are|two|restaurants;There|are|two|restaurants;
I868;Ingles;completar;There ___ a swimming pool;is|are;is;
I869;Ingles;completar;There ___ three cafes;is|are;are;
I870;Ingles;test;He ___ play tennis;does|doesn´t;doesn´t;
I871;Ingles;test;She ___ plays chess;does|do;does;
I872;Ingles;verdadero_falso;She plays is present simple;Verdadero|Falso;VERDADERO;
I873;Ingles;ordenar;Order the sentence;He|doesn´t|swim;He|doesn´t|swim;
I874;Ingles;ordenar;Order the sentence;I|play|football;I|play|football;
I875;Ingles;test;Does he go to the pool?;Yes|No;Yes;
I876;Ingles;test;Does she read comics?;Yes|No;Yes;
I877;Ingles;verdadero_falso;Does is used with he/she;Verdadero|Falso;VERDADERO;
I878;Ingles;listening;pool;pool|cinema|forest;pool;
I880;Ingles;guess;You play sports here;sports centre|cinema|cafe;sports centre;
I881;Ingles;guess;You eat lunch here;restaurant|river|mountain;restaurant;
I882;Ingles;test;Which word has ee?;see|bread|head;see;
I883;Ingles;test;Which word has ea?;read|green|tree;read;
I884;Ingles;clasificar;Classify the words;;ee:see,green|ea:read,seat;
I885;Ingles;test;Choose the feeling;afraid|run|eat;afraid;
I886;Ingles;test;Sad means;triste|feliz|alto;triste;
I887;Ingles;verdadero_falso;Happy is a feeling;Verdadero|Falso;VERDADERO;
I888;Ingles;test;Choose activity;read a comic|read a car|read a tree;read a comic;
I889;Ingles;test;Choose activity;climb a tree|climb a desk|climb a shoe;climb a tree;
I890;Ingles;test;Choose activity;do a puzzle|do a wall|do a pen;do a puzzle;
I891;Ingles;test;Choose activity;play a board game|play a window|play a book;play a board game;
I892;Ingles;test;Choose activity;walk the dog|walk the chair|walk the house;walk the dog;
I893;Ingles;ordenar;Order the sentence;She|walks|the|dog;She|walks|the|dog;
I894;Ingles;completar;He ___ plays on Saturday;doesn´t|don´t;doesn´t;
I895;Ingles;completar;She ___ runs fast;does|do;does;
I896;Ingles;test;On Saturday I go to;the pool|school|English;the pool;
I897;Ingles;test;On Monday I have;English|cinema|park;English;
I898;Ingles;verdadero_falso;Saturday is weekend;Verdadero|Falso;VERDADERO;
I899;Ingles;test;What day is after Tuesday?;Wednesday|Monday|Friday;Wednesday;
I900;Ingles;test;What day is before Monday?;Sunday|Tuesday|Friday;Sunday;
I901;Ingles;test;What are those?;books|run|play;books;
I902;Ingles;verdadero_falso;Those is plural;Verdadero|Falso;VERDADERO;
I903;Ingles;test;What are they from?;UK|eat|run;UK;
I904;Ingles;test;What are there?;Two pools|Run fast|Play games;Two pools;
I905;Ingles;arrastrar;Drag places;cinema|pool|forest;cinema|pool|forest;
I910;Ingles;test;Choose correct address;17 Green Street|Green 17 Street|Street 17 Green;17 Green Street;
I911;Ingles;verdadero_falso;An address has number and street;Verdadero|Falso;VERDADERO;
I912;Ingles;pronunciar;swimming pool;;swimming pool;
I913;Ingles;pronunciar;sports centre;;sports centre;
I914;Ingles;hablar;Do you play sports?;;Do you play sports?;
I915;Ingles;hablar;Do you like swimming?;;Do you like swimming?;
I918;Ingles;guess;He plays tennis;plays|play;plays;
I919;Ingles;guess;She doesn´t swim;swim|doesn´t swim;doesn´t swim;
I920;Ingles;test;He ___ read comics;doesn´t|don´t;doesn´t;
I921;Ingles;test;I ___ like puzzles;don´t|doesn´t;don´t;
I922;Ingles;verdadero_falso;I don´t play is correct;Verdadero|Falso;VERDADERO;
I923;Ingles;test;Where do you watch films?;cinema|forest|pool;cinema;
I924;Ingles;ordenar;Order the sentence;There|is|a|cinema;There|is|a|cinema;
I925;Ingles;ordenar;Order the sentence;There|are|three|pools;There|are|three|pools;
I926;Ingles;completar;There ___ a cafe;is|are;is;
I927;Ingles;completar;There ___ two rivers;is|are;are;
I928;Ingles;test;Choose ee word;green|bread|head;green;
I929;Ingles;test;Choose ea word;seat|see|tree;seat;
I931;Ingles;guess;She is sad;happy|sad;sad;
I932;Ingles;test;Choose feeling;afraid|eat|jump;afraid;
I933;Ingles;test;Choose activity;go to the playground|go to the pen|go to the bag;go to the playground;
I934;Ingles;ordenar;Order the sentence;He|doesn´t|like|comics;He|doesn´t|like|comics;
I935;Ingles;verdadero_falso;Playground is for playing;Verdadero|Falso;VERDADERO;
I936;Ingles;test;Does he read comics?;Yes|No;No;
I937;Ingles;test;Does she go to the cafe?;Yes|No;Yes;
I939;Ingles;test;Saturday is a;weekend|weekday|month;weekend;
I940;Ingles;test;Thursday is a;weekday|weekend|holiday;weekday;
I941;Ingles;verdadero_falso;Thursday is weekend;Verdadero|Falso;FALSO;
I942;Ingles;test;Choose plural question;What are those?|What is that?|What are this?;What are those?;
I943;Ingles;test;Those ___ books;are|is;are;
I944;Ingles;test;There ___ books;are|is;are;
I946;Ingles;guess;You drink coffee here;cafe|cinema|forest;cafe;
I947;Ingles;pronunciar;restaurant;;restaurant;
I948;Ingles;hablar;Do you go to the cinema?;;Do you go to the cinema?;
I949;Ingles;escribir;Write the country;;UK;
I950;Ingles;verdadero_falso;UK is a country;Verdadero|Falso;VERDADERO;
I951;Ingles;test;Choose correct address;17 Green Street, London, UK|London 17 Green|UK Street 17;17 Green Street, London, UK;
I952;Ingles;test;Choose sentence;He doesn´t play football|He don´t play football|He no play football;He doesn´t play football;
I953;Ingles;test;Choose sentence;She plays football|She play football|She playing football;She plays football;
I954;Ingles;verdadero_falso;Does is used in questions;Verdadero|Falso;VERDADERO;
I955;Ingles;test;Does he swim?;Yes|No;No;
I956;Ingles;test;Does she run?;Yes|No;Yes;
I957;Ingles;ordenar;Order the sentence;She|doesn´t|run;She|doesn´t|run;
I958;Ingles;ordenar;Order the sentence;He|plays|tennis;He|plays|tennis;
I959;Ingles;test;Choose feeling;happy|sad|afraid;afraid;
I960;Ingles;verdadero_falso;Afraid is a feeling;Verdadero|Falso;VERDADERO;
I961;Ingles;test;What place has water?;river|cinema|cafe;river;
I962;Ingles;guess;You see nature here;forest|cinema|cafe;forest;
I963;Ingles;listening;river;forest|river|cinema;river;
I964;Ingles;test;Choose place;mountain|pencil|apple;mountain;
I965;Ingles;pronunciar;mountain;;mountain;
I966;Ingles;hablar;Do you like the playground?;;Do you like the playground?;
I967;Ingles;escribir;Write the city;;London;
I968;Ingles;verdadero_falso;London is in the UK;Verdadero|Falso;VERDADERO;
I969;Ingles;test;There ___ a tower;is|are;is;
I970;Ingles;test;There ___ two towers;is|are;are;
I971;Ingles;listening;tower;tower|pool|forest;tower;
I972;Ingles;guess;You climb here;mountain|cinema|cafe;mountain;
I973;Ingles;test;Choose activity;climb a tree|climb a book|climb a bag;climb a tree;
I974;Ingles;verdadero_falso;Climb a tree is an activity;Verdadero|Falso;VERDADERO;
I975;Ingles;test;Does he like comics?;Yes|No;No;
I976;Ingles;test;Does she play board games?;Yes|No;Yes;
I977;Ingles;ordenar;Order the sentence;I|don´t|like|comics;I|don´t|like|comics;
I978;Ingles;ordenar;Order the sentence;She|plays|board|games;She|plays|board|games;
I979;Ingles;test;Choose feeling;happy|sad|afraid;happy;
I980;Ingles;verdadero_falso;Happy is a feeling;Verdadero|Falso;VERDADERO;
I981;Ingles;test;What place is in nature?;forest|cinema|cafe;forest;
I982;Ingles;test;Where do you watch films?;cinema|river|mountain;cinema;
I983;Ingles;cual_no_encaja;Which is NOT a place?;restaurant|forest|book;book;
I984;Ingles;verdadero_falso;A cafe is for drinking;Verdadero|Falso;VERDADERO;
I985;Ingles;verdadero_falso;You swim in a restaurant;Verdadero|Falso;FALSO;
I986;Ingles;ordenar;Order the sentence;There|is|a|cafe;There|is|a|cafe;
I987;Ingles;ordenar;Order the sentence;There|are|two|cinemas;There|are|two|cinemas;
I988;Ingles;completar;There ___ a forest;is|are;is;
I989;Ingles;completar;There ___ three rivers;is|are;are;
I990;Ingles;test;He ___ play football;does|doesn´t;does;
I991;Ingles;test;She ___ play tennis;does|doesn´t;doesn´t;
I992;Ingles;verdadero_falso;He plays is correct;Verdadero|Falso;VERDADERO;
I993;Ingles;ordenar;Order the sentence;He|doesn´t|play;He|doesn´t|play;
I994;Ingles;ordenar;Order the sentence;I|play|games;I|play|games;
I995;Ingles;test;Does he play football?;Yes|No;Yes;
I996;Ingles;test;Does she swim?;Yes|No;No;

I997;Ingles;verdadero_falso;Does is used with he/she;Verdadero|Falso;VERDADERO;
